Number of variables,Number of clauses,result 1/2,time 1/2,result LSU interrupted
55,300,291,0.17216992378234863,298
55,300,290,0.16994428634643555,297
55,300,290,0.1729121208190918,296
55,300,287,0.18030738830566406,297
55,400,391,0.23589658737182617,391
55,400,381,0.23597192764282227,385
55,400,388,0.328688383102417,390
55,400,382,0.22986936569213867,382
55,400,381,0.23097586631774902,371
55,500,478,0.30034589767456055,476
55,500,471,0.29274678230285645,463
55,500,476,0.33066678047180176,479
55,500,479,0.3181455135345459,478
55,500,474,0.292142391204834,475
55,600,565,0.5318288803100586,566
55,600,566,0.47245311737060547,553
55,600,563,0.3517036437988281,549
55,600,567,0.3617522716522217,563
55,600,563,0.37894582748413086,563
55,700,663,0.48934173583984375,636
55,700,658,0.4266316890716553,645
55,700,660,0.4059793949127197,644
55,700,658,0.3935091495513916,651
55,700,657,0.3987696170806885,652
55,800,744,0.46424150466918945,735
55,800,747,0.7003216743469238,736
55,800,745,0.5353233814239502,751
55,800,750,0.5597939491271973,731
55,800,755,0.47611045837402344,736
55,900,833,0.580965518951416,821
55,900,844,0.5071792602539062,829
55,900,836,0.5094239711761475,817
55,900,843,0.5114545822143555,820
55,900,843,0.5111169815063477,819
57,100,99,0.059696197509765625,100
57,100,100,0.059020280838012695,100
57,100,100,0.05936694145202637,100
57,100,100,0.06673145294189453,100
57,100,99,0.05846571922302246,100
57,200,196,0.11763334274291992,200
57,200,200,0.12084698677062988,200
57,200,195,0.11910223960876465,200
57,200,196,0.25398683547973633,200
57,200,197,0.28546595573425293,200
57,300,293,0.17589020729064941,297
57,300,291,0.17588472366333008,298
57,300,290,0.17598557472229004,299
57,300,293,0.1760563850402832,295
57,300,294,0.17532777786254883,298
57,400,385,0.23651719093322754,385
57,400,380,0.23412585258483887,387
57,400,384,0.2400052547454834,386
57,400,388,0.23618149757385254,394
57,400,387,0.23629236221313477,383
57,500,476,0.2955605983734131,473
57,500,471,0.2953481674194336,479
57,500,478,0.2960243225097656,480
57,500,478,0.5733416080474854,471
57,500,472,0.30679798126220703,474
57,600,568,0.36979055404663086,566
57,600,560,0.36864256858825684,572
57,600,570,0.38442373275756836,565
57,600,571,0.3692643642425537,549
57,600,575,0.36611104011535645,564
57,700,667,0.4544041156768799,667
57,700,662,0.43938755989074707,658
57,700,658,0.47150564193725586,650
57,700,656,0.4620065689086914,657
57,700,659,0.4550142288208008,647
57,800,752,0.5125644207000732,733
57,800,751,0.5153107643127441,727
57,800,743,0.512559175491333,744
57,800,761,0.5132267475128174,742
57,800,752,0.5037670135498047,736
57,900,852,0.5651423931121826,825
57,900,841,0.5690851211547852,837
57,900,839,0.5786843299865723,830
57,900,844,0.5672812461853027,820
57,900,834,0.543114423751831,819
59,100,99,0.06221818923950195,100
59,100,97,0.0597379207611084,100
59,100,100,0.0608372688293457,100
59,100,100,0.0630645751953125,100
59,100,99,0.06274271011352539,100
59,200,195,0.1247560977935791,200
59,200,195,0.13390111923217773,200
59,200,196,0.12367463111877441,200
59,200,195,0.12443041801452637,200
59,200,196,0.12146425247192383,200
59,300,290,0.18813276290893555,298
59,300,293,0.1860811710357666,297
59,300,293,0.18397116661071777,298
59,300,290,0.1810920238494873,298
59,300,293,0.19076251983642578,298
59,400,381,0.2493302822113037,386
59,400,385,0.2415940761566162,389
59,400,382,0.2466602325439453,388
59,400,384,0.24555635452270508,383
59,400,385,0.24500346183776855,388
59,500,469,0.30597734451293945,477
59,500,483,0.3084704875946045,484
59,500,483,0.30651330947875977,480
59,500,479,0.30611586570739746,474
59,500,481,0.3073117733001709,484
59,600,569,0.37421727180480957,552
59,600,572,0.3708169460296631,567
59,600,569,0.36548805236816406,559
59,600,571,0.368908166885376,564
59,600,573,0.3663597106933594,566
59,700,659,0.6111490726470947,656
59,700,658,0.43039655685424805,654
59,700,660,0.42711687088012695,641
59,700,660,0.4402885437011719,654
59,700,659,0.4279942512512207,644
59,800,759,0.5081896781921387,745
59,800,750,0.4941580295562744,744
59,800,750,0.4879164695739746,729
59,800,752,0.48874711990356445,741
59,800,757,0.4969198703765869,743
59,900,845,0.5538458824157715,836
59,900,842,0.5614447593688965,821
59,900,837,0.5560019016265869,832
59,900,840,0.5643084049224854,829
59,900,836,0.6264209747314453,819
61,100,100,0.0623171329498291,100
61,100,99,0.06332659721374512,100
61,100,99,0.06279397010803223,100
61,100,100,0.06598448753356934,100
61,100,99,0.06273889541625977,100
61,200,196,0.12502050399780273,200
61,200,198,0.12881779670715332,200
61,200,199,0.12739014625549316,200
61,200,197,0.13638877868652344,200
61,200,197,0.13358807563781738,200
61,300,290,0.18723034858703613,298
61,300,288,0.18747782707214355,298
61,300,295,0.18724441528320312,298
61,300,291,0.18677949905395508,299
61,300,292,0.18484759330749512,297
61,400,384,0.24600696563720703,389
61,400,387,0.24820446968078613,388
61,400,388,0.24956202507019043,388
61,400,382,0.25875210762023926,386
61,400,383,0.24903297424316406,383
61,500,475,0.3124361038208008,477
61,500,477,0.3121490478515625,477
61,500,474,0.31151437759399414,475
61,500,473,0.3126351833343506,477
61,500,474,0.3117794990539551,473
61,600,568,0.37675023078918457,564
61,600,573,0.37657999992370605,568
61,600,570,0.3736090660095215,562
61,600,564,0.37730860710144043,561
61,600,567,0.38245654106140137,580
61,700,662,0.6109275817871094,663
61,700,659,0.4450705051422119,656
61,700,664,0.44162702560424805,651
61,700,666,0.4427647590637207,654
61,700,662,0.44043898582458496,653
61,800,750,0.5002853870391846,737
61,800,756,0.5014779567718506,733
61,800,751,0.5017976760864258,733
61,800,746,0.5126581192016602,735
61,800,751,0.5025749206542969,742
61,900,842,0.6020543575286865,841
61,900,829,0.728966236114502,835
61,900,843,0.551708459854126,824
61,900,851,0.5617480278015137,843
61,900,840,0.567965030670166,820
63,100,100,0.06574726104736328,100
63,100,99,0.0655519962310791,100
63,100,100,0.06870579719543457,100
63,100,100,0.06569623947143555,100
63,100,100,0.06548118591308594,100
63,200,198,0.13677096366882324,200
63,200,197,0.13097786903381348,200
63,200,197,0.13030695915222168,200
63,200,197,0.13292980194091797,200
63,200,197,0.12991571426391602,200
63,300,289,0.18997597694396973,299
63,300,292,0.22101187705993652,299
63,300,293,0.32327938079833984,299
63,300,291,0.20210480690002441,298
63,300,292,0.21098923683166504,299
63,400,383,0.28113293647766113,384
63,400,383,0.30041027069091797,391
63,400,387,0.2613816261291504,391
63,400,390,0.2610759735107422,391
63,400,384,0.26680850982666016,390
63,500,481,0.34864330291748047,483
63,500,476,0.35192060470581055,477
63,500,479,0.33069610595703125,480
63,500,479,0.3250303268432617,481
63,500,475,0.3363676071166992,481
63,600,568,0.3958866596221924,561
63,600,565,0.38915300369262695,563
63,600,568,0.3912789821624756,569
63,600,568,0.3836841583251953,560
63,600,570,0.3898165225982666,573
63,700,660,0.4512031078338623,653
63,700,652,0.4649784564971924,655
63,700,656,0.4526784420013428,647
63,700,654,0.4571678638458252,644
63,700,661,0.4522287845611572,661
63,800,754,0.5213305950164795,736
63,800,754,0.5251584053039551,735
63,800,754,0.5148694515228271,725
63,800,746,0.5166928768157959,738
63,800,755,0.5230085849761963,741
63,900,842,0.5903339385986328,839
63,900,840,0.6008141040802002,824
63,900,840,0.6041960716247559,817
63,900,840,0.5839452743530273,833
63,900,852,0.5882654190063477,825
65,100,100,0.15554237365722656,100
65,100,100,0.13502073287963867,100
65,100,99,0.0689537525177002,100
65,100,99,0.09205079078674316,100
65,100,100,0.12276387214660645,100
65,200,196,0.15479516983032227,200
65,200,198,0.13611745834350586,200
65,200,196,0.1330881118774414,200
65,200,199,0.14271903038024902,200
65,200,197,0.1406548023223877,200
65,300,293,0.20590710639953613,300
65,300,292,0.1974647045135498,299
65,300,290,0.2044055461883545,298
65,300,292,0.19831156730651855,300
65,300,291,0.1995382308959961,299
65,400,390,0.2644941806793213,394
65,400,384,0.2679405212402344,393
65,400,382,0.27058839797973633,388
65,400,387,0.26617884635925293,393
65,400,387,0.2752249240875244,390
65,500,483,0.3342738151550293,476
65,500,479,0.33579564094543457,479
65,500,477,0.332167387008667,479
65,500,480,0.3363947868347168,474
65,500,476,0.3314073085784912,478
65,600,572,0.40366196632385254,562
65,600,574,0.4143552780151367,572
65,600,571,0.40050363540649414,566
65,600,573,0.4009528160095215,561
65,600,573,0.40906834602355957,569
65,700,662,0.48397231101989746,668
65,700,655,0.46903491020202637,662
65,700,664,0.4710726737976074,651
65,700,664,0.4665098190307617,650
65,700,667,0.47002291679382324,649
65,800,749,0.5360946655273438,751
65,800,756,0.5324807167053223,749
65,800,748,0.5376846790313721,756
65,800,750,0.7383754253387451,738
65,800,760,0.543893575668335,742
65,900,853,0.6001558303833008,837
65,900,839,0.5970053672790527,829
65,900,841,0.5939433574676514,821
65,900,841,0.6091887950897217,819
65,900,848,0.5992679595947266,837
67,100,99,0.06917762756347656,100
67,100,100,0.06873512268066406,100
67,100,99,0.06797528266906738,100
67,100,99,0.0717923641204834,100
67,100,100,0.07018518447875977,100
67,200,199,0.13964509963989258,200
67,200,197,0.14223861694335938,200
67,200,196,0.1429610252380371,200
67,200,197,0.1422567367553711,200
67,200,197,0.1389780044555664,200
67,300,293,0.20914173126220703,300
67,300,289,0.20540666580200195,300
67,300,288,0.21470284461975098,299
67,300,291,0.20219969749450684,299
67,300,291,0.20412516593933105,299
67,400,386,0.2760014533996582,384
67,400,383,0.2704195976257324,388
67,400,388,0.2727348804473877,384
67,400,380,0.27576518058776855,388
67,400,387,0.2739832401275635,393
67,500,480,0.3462197780609131,482
67,500,477,0.34565162658691406,472
67,500,477,0.34850478172302246,487
67,500,477,0.34336280822753906,476
67,500,473,0.34397244453430176,477
67,600,573,0.4099283218383789,563
67,600,571,0.4071357250213623,577
67,600,571,0.41269350051879883,575
67,600,567,0.411468505859375,571
67,600,571,0.41081905364990234,565
67,700,665,0.7769501209259033,656
67,700,660,0.4936189651489258,643
67,700,661,0.48816537857055664,654
67,700,666,0.5137481689453125,651
67,700,668,0.4793243408203125,661
67,800,761,0.5393824577331543,747
67,800,757,0.5469529628753662,735
67,800,752,0.5437421798706055,740
67,800,751,0.5493519306182861,753
67,800,756,0.5553116798400879,753
67,900,846,0.6159396171569824,835
67,900,850,0.6089568138122559,825
67,900,846,0.6206192970275879,842
67,900,841,0.6230881214141846,836
67,900,843,0.8610785007476807,827
69,100,100,0.07197785377502441,100
69,100,100,0.07230305671691895,100
69,100,100,0.07364630699157715,100
69,100,100,0.07191157341003418,100
69,100,100,0.07336735725402832,100
69,200,198,0.145859956741333,200
69,200,197,0.14592480659484863,200
69,200,198,0.15158390998840332,200
69,200,196,0.14778757095336914,200
69,200,196,0.14588260650634766,200
69,300,290,0.21178197860717773,300
69,300,294,0.21431708335876465,299
69,300,293,0.21452903747558594,300
69,300,291,0.21273422241210938,299
69,300,296,0.2143411636352539,300
69,400,383,0.2828645706176758,380
69,400,391,0.28065919876098633,392
69,400,390,0.28174805641174316,392
69,400,387,0.28629350662231445,391
69,400,386,0.2809460163116455,389
69,500,477,0.34909582138061523,485
69,500,480,0.35247230529785156,481
69,500,482,0.35756492614746094,491
69,500,476,0.34946131706237793,479
69,500,474,0.3505568504333496,483
69,600,567,0.41910457611083984,573
69,600,575,0.429473876953125,572
69,600,571,0.42386627197265625,567
69,600,573,0.427825927734375,563
69,600,572,0.4309365749359131,565
69,700,661,0.7568213939666748,656
69,700,664,0.4956803321838379,657
69,700,663,0.4946715831756592,651
69,700,657,0.4937596321105957,651
69,700,663,0.4883742332458496,663
69,800,759,0.5679042339324951,735
69,800,753,0.5736405849456787,739
69,800,759,0.717867374420166,749
69,800,754,0.571521520614624,745
69,800,747,0.5694141387939453,736
69,900,847,0.6370596885681152,836
69,900,850,0.6417522430419922,844
69,900,844,0.6496212482452393,828
69,900,846,0.8393087387084961,850
69,900,853,0.7683570384979248,821
71,100,100,0.07624030113220215,100
71,100,100,0.07383370399475098,100
71,100,100,0.07542252540588379,100
71,100,100,0.07460546493530273,100
71,100,100,0.07201910018920898,100
71,200,197,0.14873075485229492,200
71,200,199,0.1500239372253418,200
71,200,198,0.14749670028686523,200
71,200,199,0.14803767204284668,200
71,200,198,0.14789342880249023,200
71,300,297,0.21644878387451172,300
71,300,289,0.21777749061584473,300
71,300,291,0.22272586822509766,300
71,300,293,0.2215409278869629,300
71,300,294,0.23274827003479004,299
71,400,387,0.2899937629699707,394
71,400,383,0.2902965545654297,383
71,400,388,0.29327940940856934,392
71,400,388,0.29510045051574707,397
71,400,381,0.2937169075012207,391
71,500,480,0.3770020008087158,474
71,500,476,0.36655426025390625,483
71,500,480,0.36519956588745117,479
71,500,480,0.3842291831970215,488
71,500,480,0.3717336654663086,477
71,600,571,0.43561887741088867,565
71,600,569,0.4447052478790283,573
71,600,568,0.4412078857421875,563
71,600,574,0.44365549087524414,563
71,600,573,0.4495553970336914,566
71,700,674,0.5283091068267822,657
71,700,663,0.5247032642364502,649
71,700,657,0.5118768215179443,655
71,700,661,0.5116817951202393,656
71,700,665,0.5050101280212402,651
71,800,757,0.5868654251098633,740
71,800,761,0.6108996868133545,739
71,800,756,0.595078706741333,749
71,800,762,0.5952849388122559,759
71,800,752,0.6160190105438232,742
71,900,857,0.6804766654968262,835
71,900,847,0.6614463329315186,830
71,900,846,0.6596112251281738,831
71,900,835,0.8887453079223633,825
71,900,841,0.672154426574707,832
73,100,100,0.07749032974243164,100
73,100,100,0.07671260833740234,100
73,100,99,0.0765523910522461,100
73,100,100,0.07531476020812988,100
73,100,100,0.07566976547241211,100
73,200,199,0.1504225730895996,200
73,200,198,0.3200068473815918,200
73,200,196,0.15358972549438477,200
73,200,198,0.28081798553466797,200
73,200,195,0.1591787338256836,200
73,300,294,0.22583508491516113,299
73,300,296,0.22783708572387695,300
73,300,292,0.22552800178527832,300
73,300,295,0.23289847373962402,300
73,300,292,0.23009157180786133,300
73,400,389,0.30838608741760254,396
73,400,386,0.2960662841796875,393
73,400,388,0.29517102241516113,388
73,400,384,0.29862451553344727,397
73,400,388,0.2987997531890869,391
73,500,476,0.37377476692199707,476
73,500,477,0.37702441215515137,484
73,500,479,0.5987808704376221,480
73,500,477,0.3821749687194824,482
73,500,476,0.3962421417236328,477
73,600,572,0.457275390625,564
73,600,570,0.49390292167663574,572
73,600,565,0.4442782402038574,571
73,600,569,0.4552421569824219,573
73,600,572,0.45107269287109375,567
73,700,665,0.528566837310791,646
73,700,671,0.5308594703674316,672
73,700,661,0.5266633033752441,665
73,700,665,0.5301716327667236,657
73,700,665,0.5238258838653564,656
73,800,749,0.607698917388916,736
73,800,753,0.5939748287200928,747
73,800,754,0.6090381145477295,733
73,800,764,0.6008446216583252,762
73,800,758,0.5900900363922119,737
73,900,841,0.6860520839691162,833
73,900,843,0.6703860759735107,830
73,900,839,0.6759414672851562,829
73,900,843,0.6762435436248779,834
73,900,850,0.9511942863464355,840
75,100,100,0.12192535400390625,100
75,100,100,0.14540767669677734,100
75,100,99,0.0787358283996582,100
75,100,100,0.07713055610656738,100
75,100,100,0.08252382278442383,100
75,200,196,0.15866446495056152,200
75,200,198,0.1567842960357666,200
75,200,197,0.15990495681762695,200
75,200,197,0.1570889949798584,200
75,200,199,0.1616528034210205,200
75,300,292,0.2356739044189453,300
75,300,297,0.2310497760772705,300
75,300,293,0.2429671287536621,300
75,300,292,0.409395694732666,300
75,300,296,0.23507237434387207,300
75,400,388,0.31772685050964355,394
75,400,389,0.3204503059387207,394
75,400,389,0.314983606338501,398
75,400,390,0.3090503215789795,390
75,400,388,0.30876612663269043,397
75,500,481,0.742020845413208,490
75,500,479,0.3919661045074463,481
75,500,475,0.39038515090942383,473
75,500,482,0.3929131031036377,477
75,500,479,0.38802385330200195,484
75,600,575,0.4622516632080078,573
75,600,569,0.46375107765197754,579
75,600,568,0.46900486946105957,567
75,600,571,0.5069093704223633,568
75,600,573,0.6020350456237793,578
75,700,663,0.5642759799957275,667
75,700,657,0.6727440357208252,658
75,700,660,0.5403778553009033,665
75,700,664,0.5499057769775391,658
75,700,668,0.5723385810852051,667
75,800,749,0.6281204223632812,735
75,800,755,0.6218352317810059,747
75,800,758,0.6292026042938232,744
75,800,749,0.6334278583526611,740
75,800,756,0.6133749485015869,742
75,900,857,0.7047903537750244,845
75,900,857,0.7076494693756104,846
75,900,847,0.7076001167297363,833
75,900,846,0.7114288806915283,826
75,900,836,0.7179157733917236,831
77,100,100,0.08974528312683105,100
77,100,100,0.08173108100891113,100
77,100,99,0.08185267448425293,100
77,100,100,0.07994818687438965,100
77,100,99,0.08201217651367188,100
77,200,197,0.16309452056884766,200
77,200,199,0.16081762313842773,200
77,200,197,0.3138437271118164,200
77,200,197,0.15939068794250488,200
77,200,197,0.15885138511657715,200
77,300,297,0.24180316925048828,300
77,300,293,0.24044370651245117,300
77,300,293,0.23848271369934082,300
77,300,293,0.23912668228149414,300
77,300,296,0.2401590347290039,300
77,400,387,0.32271742820739746,397
77,400,388,0.32038187980651855,391
77,400,387,0.31874775886535645,395
77,400,388,0.31417298316955566,394
77,400,390,0.32338809967041016,397
77,500,477,0.39775514602661133,482
77,500,486,0.5947329998016357,486
77,500,478,0.4064791202545166,481
77,500,478,0.40543198585510254,486
77,500,482,0.39927029609680176,488
77,600,570,0.48679113388061523,569
77,600,575,0.47521352767944336,571
77,600,574,0.48024678230285645,568
77,600,573,0.48827648162841797,572
77,600,573,0.7165415287017822,575
77,700,662,0.566988468170166,654
77,700,669,0.5555529594421387,659
77,700,668,0.5588493347167969,657
77,700,661,0.5585513114929199,660
77,700,664,0.5845658779144287,653
77,800,756,0.6481454372406006,738
77,800,762,0.6333446502685547,751
77,800,751,0.632335901260376,751
77,800,758,0.8723084926605225,746
77,800,759,0.6343686580657959,748
77,900,858,0.7145538330078125,842
77,900,854,0.7144763469696045,836
77,900,857,0.7277531623840332,831
77,900,848,0.7124040126800537,829
77,900,850,0.7149405479431152,831
79,100,100,0.22420024871826172,100
79,100,100,0.08319211006164551,100
79,100,100,0.08297181129455566,100
79,100,100,0.08565473556518555,100
79,100,100,0.13207221031188965,100
79,200,199,0.25861096382141113,200
79,200,199,0.16427397727966309,200
79,200,198,0.1719198226928711,200
79,200,197,0.16331195831298828,200
79,200,198,0.1667165756225586,200
79,300,294,0.24312329292297363,300
79,300,295,0.24621820449829102,300
79,300,294,0.24746203422546387,300
79,300,292,0.2620558738708496,300
79,300,292,0.2438497543334961,300
79,400,380,0.464571475982666,387
79,400,392,0.32946062088012695,395
79,400,389,0.32892465591430664,398
79,400,388,0.37670397758483887,398
79,400,390,0.32603001594543457,394
79,500,488,0.4098215103149414,484
79,500,478,0.405531644821167,486
79,500,477,0.4058699607849121,485
79,500,482,0.5464277267456055,486
79,500,481,0.4080619812011719,484
79,600,579,0.4959084987640381,576
79,600,580,0.4846987724304199,573
79,600,576,0.49040699005126953,573
79,600,575,0.49579691886901855,571
79,600,577,0.4891514778137207,573
79,700,669,0.5813336372375488,659
79,700,664,0.576134443283081,656
79,700,659,0.5659613609313965,655
79,700,661,0.7858691215515137,662
79,700,665,0.5782599449157715,653
79,800,749,0.669891357421875,755
79,800,755,0.6559634208679199,749
79,800,758,0.6566131114959717,745
79,800,761,0.6587166786193848,749
79,800,756,0.6552121639251709,761
79,900,849,0.7393808364868164,837
79,900,850,0.740135669708252,833
79,900,848,0.7389302253723145,840
79,900,853,0.7256424427032471,834
79,900,852,0.740156888961792,829
